# Generation                                                Route                                                 L(1)
     366       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     367       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     368       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     369       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     370       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     371       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     372       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     373       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     374       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     375       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     376       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     377       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     378       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     379       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     380       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     381       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     382       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     383       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     384       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     385       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     386       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     387       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     388       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     389       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     390       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     391       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     392       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     393       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     394       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     395       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     396       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     397       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     398       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     399       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     400       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     401       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     402       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     403       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     404       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     405       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     406       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     407       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     408       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     409       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     410       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     411       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     412       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     413       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     414       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     415       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     416       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     417       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     418       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     419       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     420       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     421       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     422       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     423       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     424       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     425       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     426       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     427       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     428       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     429       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     430       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     431       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     432       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     433       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     434       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     435       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     436       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     437       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     438       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     439       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     440       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     441       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     442       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     443       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     444       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     445       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     446       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     447       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     448       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     449       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     450       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     451       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     452       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     453       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     454       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     455       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     456       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     457       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     458       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     459       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     460       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     461       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     462       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     463       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     464       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     465       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     466       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     467       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     468       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     469       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     470       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     471       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     472       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     473       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     474       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     475       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     476       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     477       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     478       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     479       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     480       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     481       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     482       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     483       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     484       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     485       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     486       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     487       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     488       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     489       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     490       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     491       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     492       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     493       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     494       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     495       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     496       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     497       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     498       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
     499       1 8 21 14 19 10 12 13 26 22 3 7 9 33 32 20 34 16 6 18 28 25 27 5 31 11 4 17 29 30 23 24 2 15      6.24306
