#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
       20333     1.99902      2.0194 0.000388736
       20334     1.99898      2.0194 0.000388718
       20335     1.99894      2.0194   0.0003887
       20336     1.99889      2.0194 0.000388682
       20337     1.99884      2.0194 0.000388664
       20338     1.99879      2.0194 0.000388647
       20339     1.99873      2.0194 0.000388629
       20340     1.99866      2.0194 0.000388611
       20341     1.99858      2.0194 0.000388593
       20342     1.99849     2.01939 0.000388576
       20343     1.99839     2.01939 0.000388558
       20344     1.99828     2.01939  0.00038854
       20345     1.99815     2.01939 0.000388522
       20346       1.998     2.01939 0.000388505
       20347     1.99784     2.01939 0.000388487
       20348     1.99765     2.01939 0.000388469
       20349     1.99744     2.01939 0.000388452
       20350     1.99721     2.01939 0.000388434
       20351     1.99695     2.01939 0.000388417
       20352     1.99666     2.01938 0.000388399
       20353     1.99633     2.01938 0.000388382
       20354     1.99598     2.01938 0.000388364
       20355     1.99559     2.01938 0.000388347
       20356     1.99516     2.01938  0.00038833
       20357     1.99468     2.01938 0.000388313
       20358     1.99417     2.01938 0.000388296
       20359     1.99361     2.01938 0.000388279
       20360       1.993     2.01937 0.000388262
       20361     1.99234     2.01937 0.000388245
       20362     1.99163     2.01937 0.000388228
       20363     1.99086     2.01937 0.000388212
       20364     1.99004     2.01937 0.000388195
       20365     1.98916     2.01937 0.000388179
       20366     1.98822     2.01937 0.000388163
       20367     1.98723     2.01936 0.000388147
       20368     1.98618     2.01936 0.000388132
       20369     1.98506     2.01936 0.000388116
       20370     1.98389     2.01936 0.000388101
       20371     1.98267     2.01936 0.000388086
       20372     1.98139     2.01936 0.000388072
       20373     1.98005     2.01935 0.000388057
       20374     1.97867     2.01935 0.000388043
       20375     1.97725     2.01935  0.00038803
       20376     1.97578     2.01935 0.000388017
       20377     1.97429     2.01935 0.000388004
       20378     1.97276     2.01934 0.000387992
       20379     1.97122     2.01934  0.00038798
       20380     1.96967     2.01934 0.000387968
       20381     1.96811     2.01934 0.000387958
       20382     1.96656     2.01933 0.000387947
       20383     1.96503     2.01933 0.000387937
       20384     1.96353     2.01933 0.000387928
       20385     1.96207     2.01933 0.000387919
       20386     1.96066     2.01932 0.000387911
       20387     1.95931     2.01932 0.000387903
       20388     1.95804     2.01932 0.000387895
       20389     1.95685     2.01931 0.000387888
       20390     1.95575     2.01931 0.000387882
       20391     1.95476     2.01931 0.000387876
       20392     1.95389      2.0193  0.00038787
       20393     1.95313      2.0193 0.000387865
       20394     1.95251      2.0193 0.000387859
       20395     1.95202     2.01929 0.000387854
       20396     1.95167     2.01929  0.00038785
       20397     1.95146     2.01929 0.000387845
       20398     1.95139     2.01928  0.00038784
       20399     1.95147     2.01928 0.000387835
       20400     1.95169     2.01928 0.000387831
       20401     1.95206     2.01927 0.000387826
       20402     1.95257     2.01927  0.00038782
       20403     1.95321     2.01927 0.000387815
       20404     1.95399     2.01926 0.000387809
       20405     1.95489     2.01926 0.000387803
       20406     1.95592     2.01926 0.000387796
       20407     1.95705     2.01925 0.000387789
       20408      1.9583     2.01925 0.000387782
       20409     1.95964     2.01925 0.000387774
       20410     1.96107     2.01925 0.000387765
       20411     1.96259     2.01924 0.000387756
       20412     1.96418     2.01924 0.000387747
       20413     1.96583     2.01924 0.000387736
       20414     1.96755     2.01924 0.000387726
       20415     1.96932     2.01923 0.000387714
       20416     1.97113     2.01923 0.000387703
       20417     1.97297     2.01923  0.00038769
       20418     1.97484     2.01923 0.000387677
       20419     1.97672     2.01922 0.000387664
       20420     1.97862     2.01922  0.00038765
       20421     1.98052     2.01922 0.000387636
       20422     1.98242     2.01922 0.000387621
       20423     1.98431     2.01922 0.000387606
       20424     1.98618     2.01922  0.00038759
       20425     1.98803     2.01921 0.000387574
       20426     1.98984     2.01921 0.000387558
       20427     1.99163     2.01921 0.000387541
       20428     1.99337     2.01921 0.000387524
       20429     1.99507     2.01921 0.000387507
       20430     1.99671     2.01921  0.00038749
       20431     1.99831     2.01921 0.000387472
       20432     1.99985     2.01921 0.000387454
       20433     2.00132      2.0192 0.000387436
       20434     2.00274      2.0192 0.000387418
       20435     2.00409      2.0192   0.0003874
       20436     2.00537      2.0192 0.000387382
       20437     2.00658      2.0192 0.000387363
       20438     2.00771      2.0192 0.000387344
       20439     2.00878      2.0192 0.000387326
       20440     2.00977      2.0192 0.000387307
       20441     2.01068      2.0192 0.000387288
       20442     2.01152      2.0192  0.00038727
       20443     2.01228      2.0192 0.000387251
       20444     2.01297      2.0192 0.000387232
       20445     2.01358      2.0192 0.000387213
       20446     2.01411      2.0192 0.000387194
       20447     2.01457      2.0192 0.000387176
       20448     2.01495      2.0192 0.000387157
       20449     2.01525      2.0192 0.000387138
       20450     2.01548      2.0192 0.000387119
       20451     2.01563      2.0192   0.0003871
       20452      2.0157      2.0192 0.000387081
       20453      2.0157      2.0192 0.000387062
       20454     2.01563      2.0192 0.000387043
       20455     2.01548      2.0192 0.000387024
       20456     2.01526      2.0192 0.000387006
       20457     2.01496      2.0192 0.000386987
       20458      2.0146      2.0192 0.000386968
       20459     2.01415      2.0192 0.000386949
       20460     2.01364      2.0192  0.00038693
       20461     2.01306      2.0192 0.000386911
       20462      2.0124     2.01919 0.000386893
       20463     2.01168     2.01919 0.000386874
       20464     2.01088     2.01919 0.000386855
       20465     2.01002     2.01919 0.000386837
       20466     2.00908     2.01919 0.000386818
       20467     2.00808     2.01919 0.000386799
       20468     2.00701     2.01919 0.000386781
       20469     2.00588     2.01919 0.000386763
       20470     2.00468     2.01919 0.000386744
       20471     2.00342     2.01919 0.000386726
       20472     2.00209     2.01919 0.000386708
       20473     2.00071     2.01919  0.00038669
       20474     1.99927     2.01919 0.000386673
       20475     1.99777     2.01919 0.000386655
       20476     1.99622     2.01918 0.000386638
       20477     1.99462     2.01918 0.000386621
       20478     1.99297     2.01918 0.000386604
       20479     1.99127     2.01918 0.000386588
       20480     1.98954     2.01918 0.000386572
       20481     1.98777     2.01918 0.000386556
       20482     1.98596     2.01918  0.00038654
       20483     1.98413     2.01917 0.000386525
       20484     1.98227     2.01917 0.000386511
       20485      1.9804     2.01917 0.000386496
       20486     1.97851     2.01917 0.000386483
       20487     1.97662     2.01917 0.000386469
       20488     1.97473     2.01916 0.000386457
       20489     1.97284     2.01916 0.000386444
       20490     1.97097     2.01916 0.000386433
       20491     1.96912     2.01916 0.000386421
       20492     1.96729     2.01916 0.000386411
       20493      1.9655     2.01915 0.000386401
       20494     1.96375     2.01915 0.000386392
       20495     1.96204     2.01915 0.000386383
       20496      1.9604     2.01914 0.000386374
       20497     1.95882     2.01914 0.000386367
       20498      1.9573     2.01914  0.00038636
       20499     1.95587     2.01914 0.000386353
       20500     1.95451     2.01913 0.000386347
       20501     1.95325     2.01913 0.000386342
       20502     1.95208     2.01913 0.000386337
       20503     1.95101     2.01912 0.000386332
       20504     1.95005     2.01912 0.000386328
       20505     1.94919     2.01912 0.000386324
       20506     1.94845     2.01911 0.000386321
       20507     1.94782     2.01911 0.000386318
       20508      1.9473     2.01911 0.000386315
       20509     1.94691      2.0191 0.000386312
       20510     1.94663      2.0191 0.000386309
       20511     1.94647     2.01909 0.000386307
       20512     1.94643     2.01909 0.000386304
       20513      1.9465     2.01909 0.000386301
       20514     1.94668     2.01908 0.000386299
       20515     1.94697     2.01908 0.000386296
       20516     1.94737     2.01908 0.000386293
       20517     1.94787     2.01907  0.00038629
       20518     1.94847     2.01907 0.000386286
       20519     1.94915     2.01907 0.000386282
       20520     1.94992     2.01906 0.000386278
       20521     1.95077     2.01906 0.000386274
       20522      1.9517     2.01906 0.000386269
       20523     1.95269     2.01905 0.000386263
       20524     1.95374     2.01905 0.000386258
       20525     1.95484     2.01905 0.000386252
       20526     1.95599     2.01904 0.000386245
       20527     1.95718     2.01904 0.000386238
       20528      1.9584     2.01904  0.00038623
       20529     1.95965     2.01904 0.000386222
       20530     1.96092     2.01903 0.000386214
       20531      1.9622     2.01903 0.000386205
       20532      1.9635     2.01903 0.000386196
       20533      1.9648     2.01902 0.000386186
       20534     1.96609     2.01902 0.000386176
       20535     1.96739     2.01902 0.000386165
       20536     1.96867     2.01902 0.000386154
       20537     1.96994     2.01901 0.000386143
       20538     1.97119     2.01901 0.000386131
       20539     1.97242     2.01901 0.000386119
       20540     1.97363     2.01901 0.000386106
       20541     1.97482     2.01901 0.000386094
       20542     1.97597       2.019  0.00038608
       20543     1.97709       2.019 0.000386067
       20544     1.97818       2.019 0.000386053
       20545     1.97924       2.019 0.000386039
       20546     1.98027       2.019 0.000386025
       20547     1.98125     2.01899 0.000386011
       20548      1.9822     2.01899 0.000385996
       20549     1.98311     2.01899 0.000385981
       20550     1.98399     2.01899 0.000385966
       20551     1.98483     2.01899 0.000385951
       20552     1.98563     2.01898 0.000385936
       20553     1.98639     2.01898  0.00038592
       20554     1.98711     2.01898 0.000385905
       20555      1.9878     2.01898 0.000385889
       20556     1.98845     2.01898 0.000385873
       20557     1.98906     2.01898 0.000385857
       20558     1.98964     2.01898 0.000385841
       20559     1.99018     2.01897 0.000385825
       20560     1.99069     2.01897 0.000385808
       20561     1.99116     2.01897 0.000385792
       20562      1.9916     2.01897 0.000385775
       20563     1.99201     2.01897 0.000385759
       20564     1.99239     2.01897 0.000385742
       20565     1.99274     2.01897 0.000385726
       20566     1.99305     2.01897 0.000385709
       20567     1.99334     2.01896 0.000385692
       20568     1.99361     2.01896 0.000385675
       20569     1.99384     2.01896 0.000385659
       20570     1.99405     2.01896 0.000385642
       20571     1.99424     2.01896 0.000385625
       20572      1.9944     2.01896 0.000385608
       20573     1.99454     2.01896 0.000385591
       20574     1.99465     2.01896 0.000385574
       20575     1.99475     2.01895 0.000385557
       20576     1.99483     2.01895  0.00038554
       20577     1.99489     2.01895 0.000385523
       20578     1.99493     2.01895 0.000385506
       20579     1.99495     2.01895 0.000385489
       20580     1.99496     2.01895 0.000385472
       20581     1.99495     2.01895 0.000385455
       20582     1.99492     2.01895 0.000385438
       20583     1.99489     2.01895 0.000385421
       20584     1.99484     2.01894 0.000385404
       20585     1.99477     2.01894 0.000385388
       20586      1.9947     2.01894 0.000385371
       20587     1.99462     2.01894 0.000385354
       20588     1.99452     2.01894 0.000385337
       20589     1.99442     2.01894  0.00038532
       20590     1.99431     2.01894 0.000385303
       20591     1.99419     2.01894 0.000385286
       20592     1.99406     2.01893 0.000385269
       20593     1.99392     2.01893 0.000385253
       20594     1.99378     2.01893 0.000385236
       20595     1.99364     2.01893 0.000385219
       20596     1.99348     2.01893 0.000385202
       20597     1.99333     2.01893 0.000385186
       20598     1.99317     2.01893 0.000385169
       20599       1.993     2.01893 0.000385152
       20600     1.99283     2.01892 0.000385136
       20601     1.99266     2.01892 0.000385119
       20602     1.99249     2.01892 0.000385103
       20603     1.99231     2.01892 0.000385086
       20604     1.99213     2.01892  0.00038507
       20605     1.99196     2.01892 0.000385053
       20606     1.99177     2.01892 0.000385037
       20607     1.99159     2.01892  0.00038502
       20608     1.99141     2.01891 0.000385004
       20609     1.99123     2.01891 0.000384988
       20610     1.99105     2.01891 0.000384971
       20611     1.99086     2.01891 0.000384955
       20612     1.99068     2.01891 0.000384939
       20613      1.9905     2.01891 0.000384923
       20614     1.99032     2.01891 0.000384906
       20615     1.99014      2.0189  0.00038489
       20616     1.98996      2.0189 0.000384874
       20617     1.98978      2.0189 0.000384858
       20618      1.9896      2.0189 0.000384842
       20619     1.98942      2.0189 0.000384826
       20620     1.98925      2.0189  0.00038481
       20621     1.98908      2.0189 0.000384794
       20622      1.9889     2.01889 0.000384778
       20623     1.98873     2.01889 0.000384762
       20624     1.98857     2.01889 0.000384746
       20625      1.9884     2.01889 0.000384731
       20626     1.98824     2.01889 0.000384715
       20627     1.98807     2.01889 0.000384699
       20628     1.98791     2.01889 0.000384683
       20629     1.98776     2.01888 0.000384668
       20630      1.9876     2.01888 0.000384652
       20631     1.98745     2.01888 0.000384636
       20632     1.98729     2.01888 0.000384621
       20633     1.98714     2.01888 0.000384605
       20634       1.987     2.01888  0.00038459
       20635     1.98685     2.01887 0.000384574
       20636     1.98671     2.01887 0.000384559
       20637     1.98657     2.01887 0.000384543
       20638     1.98643     2.01887 0.000384528
       20639     1.98629     2.01887 0.000384512
       20640     1.98615     2.01887 0.000384497
       20641     1.98602     2.01887 0.000384482
       20642     1.98588     2.01886 0.000384466
       20643     1.98575     2.01886 0.000384451
       20644     1.98562     2.01886 0.000384436
       20645     1.98549     2.01886 0.000384421
       20646     1.98536     2.01886 0.000384406
       20647     1.98524     2.01886  0.00038439
       20648     1.98511     2.01885 0.000384375
       20649     1.98498     2.01885  0.00038436
       20650     1.98486     2.01885 0.000384345
       20651     1.98473     2.01885  0.00038433
       20652     1.98461     2.01885 0.000384315
       20653     1.98448     2.01885   0.0003843
       20654     1.98435     2.01884 0.000384285
       20655     1.98423     2.01884  0.00038427
       20656      1.9841     2.01884 0.000384255
       20657     1.98397     2.01884  0.00038424
       20658     1.98384     2.01884 0.000384225
       20659     1.98371     2.01884  0.00038421
       20660     1.98357     2.01883 0.000384196
       20661     1.98343     2.01883 0.000384181
       20662      1.9833     2.01883 0.000384166
       20663     1.98315     2.01883 0.000384151
       20664     1.98301     2.01883 0.000384137
       20665     1.98286     2.01883 0.000384122
       20666     1.98271     2.01882 0.000384108
       20667     1.98255     2.01882 0.000384093
       20668     1.98239     2.01882 0.000384078
       20669     1.98223     2.01882 0.000384064
       20670     1.98206     2.01882 0.000384049
       20671     1.98189     2.01881 0.000384035
       20672     1.98172     2.01881 0.000384021
       20673     1.98153     2.01881 0.000384006
       20674     1.98135     2.01881 0.000383992
       20675     1.98116     2.01881 0.000383978
       20676     1.98096     2.01881 0.000383964
       20677     1.98076      2.0188 0.000383949
       20678     1.98055      2.0188 0.000383935
       20679     1.98034      2.0188 0.000383921
       20680     1.98012      2.0188 0.000383907
       20681      1.9799      2.0188 0.000383893
       20682     1.97967     2.01879 0.000383879
       20683     1.97944     2.01879 0.000383865
       20684      1.9792     2.01879 0.000383852
       20685     1.97896     2.01879 0.000383838
       20686     1.97872     2.01879 0.000383824
       20687     1.97847     2.01878 0.000383811
       20688     1.97821     2.01878 0.000383797
       20689     1.97795     2.01878 0.000383784
       20690     1.97769     2.01878  0.00038377
       20691     1.97743     2.01878 0.000383757
       20692     1.97716     2.01877 0.000383744
       20693     1.97689     2.01877  0.00038373
       20694     1.97661     2.01877 0.000383717
       20695     1.97634     2.01877 0.000383704
       20696     1.97606     2.01877 0.000383691
       20697     1.97578     2.01876 0.000383678
       20698     1.97551     2.01876 0.000383665
       20699     1.97523     2.01876 0.000383653
       20700     1.97495     2.01876  0.00038364
       20701     1.97467     2.01876 0.000383627
       20702     1.97439     2.01875 0.000383615
       20703     1.97412     2.01875 0.000383602
       20704     1.97384     2.01875  0.00038359
       20705     1.97357     2.01875 0.000383578
       20706     1.97329     2.01875 0.000383565
       20707     1.97302     2.01874 0.000383553
       20708     1.97276     2.01874 0.000383541
       20709     1.97249     2.01874 0.000383529
       20710     1.97223     2.01874 0.000383517
       20711     1.97197     2.01873 0.000383505
       20712     1.97171     2.01873 0.000383494
       20713     1.97145     2.01873 0.000383482
       20714      1.9712     2.01873  0.00038347
       20715     1.97094     2.01873 0.000383459
       20716     1.97069     2.01872 0.000383447
       20717     1.97044     2.01872 0.000383436
       20718     1.97019     2.01872 0.000383424
       20719     1.96994     2.01872 0.000383413
       20720     1.96969     2.01871 0.000383402
       20721     1.96944     2.01871 0.000383391
       20722     1.96919     2.01871  0.00038338
       20723     1.96894     2.01871 0.000383369
       20724     1.96868      2.0187 0.000383358
       20725     1.96842      2.0187 0.000383347
       20726     1.96816      2.0187 0.000383336
       20727     1.96789      2.0187 0.000383326
       20728     1.96761     2.01869 0.000383315
       20729     1.96733     2.01869 0.000383304
       20730     1.96704     2.01869 0.000383294
       20731     1.96674     2.01869 0.000383284
       20732     1.96643     2.01868 0.000383274
       20733      1.9661     2.01868 0.000383264
       20734     1.96577     2.01868 0.000383254
       20735     1.96542     2.01868 0.000383244
       20736     1.96506     2.01867 0.000383234
       20737     1.96469     2.01867 0.000383224
       20738      1.9643     2.01867 0.000383215
       20739     1.96389     2.01867 0.000383205
       20740     1.96347     2.01866 0.000383196
       20741     1.96304     2.01866 0.000383187
       20742     1.96259     2.01866 0.000383178
       20743     1.96212     2.01866 0.000383169
       20744     1.96164     2.01865 0.000383161
       20745     1.96114     2.01865 0.000383152
       20746     1.96063     2.01865 0.000383144
       20747     1.96011     2.01864 0.000383136
       20748     1.95958     2.01864 0.000383128
       20749     1.95904     2.01864  0.00038312
       20750     1.95849     2.01864 0.000383113
       20751     1.95794     2.01863 0.000383106
       20752     1.95739     2.01863 0.000383098
       20753     1.95683     2.01863 0.000383092
       20754     1.95628     2.01862 0.000383085
       20755     1.95573     2.01862 0.000383078
       20756     1.95519     2.01862 0.000383072
       20757     1.95467     2.01861 0.000383066
       20758     1.95416     2.01861  0.00038306
       20759     1.95367     2.01861 0.000383055
       20760     1.95321      2.0186 0.000383049
       20761     1.95277      2.0186 0.000383044
       20762     1.95235      2.0186 0.000383039
       20763     1.95198      2.0186 0.000383034
       20764     1.95163     2.01859 0.000383029
       20765     1.95133     2.01859 0.000383024
       20766     1.95106     2.01859 0.000383019
       20767     1.95084     2.01858 0.000383015
       20768     1.95066     2.01858  0.00038301
       20769     1.95053     2.01858 0.000383006
       20770     1.95044     2.01857 0.000383001
       20771      1.9504     2.01857 0.000382997
       20772      1.9504     2.01857 0.000382993
       20773     1.95044     2.01856 0.000382988
       20774     1.95053     2.01856 0.000382984
       20775     1.95066     2.01856 0.000382979
       20776     1.95082     2.01855 0.000382975
       20777     1.95102     2.01855  0.00038297
       20778     1.95125     2.01855 0.000382965
       20779     1.95151     2.01854 0.000382961
       20780     1.95179     2.01854 0.000382956
       20781     1.95209     2.01854 0.000382951
       20782     1.95241     2.01853 0.000382945
       20783     1.95273     2.01853  0.00038294
       20784     1.95307     2.01853 0.000382934
       20785      1.9534     2.01852 0.000382929
       20786     1.95373     2.01852 0.000382923
       20787     1.95405     2.01852 0.000382917
       20788     1.95436     2.01851 0.000382911
       20789     1.95465     2.01851 0.000382905
       20790     1.95493     2.01851 0.000382899
       20791     1.95518     2.01851 0.000382893
       20792      1.9554      2.0185 0.000382886
       20793      1.9556      2.0185  0.00038288
       20794     1.95576      2.0185 0.000382873
       20795     1.95589     2.01849 0.000382867
       20796     1.95598     2.01849  0.00038286
       20797     1.95603     2.01849 0.000382854
       20798     1.95605     2.01848 0.000382847
       20799     1.95602     2.01848  0.00038284
       20800     1.95596     2.01848 0.000382834
       20801     1.95585     2.01848 0.000382827
       20802     1.95571     2.01847 0.000382821
       20803     1.95552     2.01847 0.000382814
       20804      1.9553     2.01847 0.000382808
       20805     1.95504     2.01846 0.000382802
       20806     1.95475     2.01846 0.000382795
       20807     1.95442     2.01846 0.000382789
       20808     1.95406     2.01845 0.000382783
       20809     1.95366     2.01845 0.000382778
       20810     1.95325     2.01845 0.000382772
       20811      1.9528     2.01844 0.000382767
       20812     1.95233     2.01844 0.000382762
       20813     1.95185     2.01844 0.000382757
       20814     1.95134     2.01844 0.000382752
       20815     1.95082     2.01843 0.000382747
       20816     1.95029     2.01843 0.000382743
       20817     1.94975     2.01843 0.000382739
       20818      1.9492     2.01842 0.000382735
       20819     1.94865     2.01842 0.000382731
       20820      1.9481     2.01842 0.000382727
       20821     1.94754     2.01841 0.000382724
       20822     1.94699     2.01841 0.000382721
       20823     1.94645     2.01841 0.000382718
       20824     1.94592      2.0184 0.000382716
       20825     1.94539      2.0184 0.000382714
       20826     1.94488     2.01839 0.000382711
       20827     1.94438     2.01839  0.00038271
       20828     1.94389     2.01839 0.000382708
       20829     1.94342     2.01838 0.000382706
       20830     1.94297     2.01838 0.000382705
       20831     1.94253     2.01838 0.000382704
       20832     1.94212     2.01837 0.000382703
       20833     1.94172     2.01837 0.000382703
       20834     1.94134     2.01837 0.000382702
       20835     1.94097     2.01836 0.000382702
       20836     1.94063     2.01836 0.000382702
       20837     1.94031     2.01835 0.000382702
       20838        1.94     2.01835 0.000382702
       20839     1.93971     2.01835 0.000382702
       20840     1.93944     2.01834 0.000382702
       20841     1.93918     2.01834 0.000382703
       20842     1.93894     2.01834 0.000382703
       20843     1.93872     2.01833 0.000382704
       20844     1.93851     2.01833 0.000382705
       20845     1.93831     2.01832 0.000382706
       20846     1.93813     2.01832 0.000382707
       20847     1.93796     2.01832 0.000382708
       20848     1.93781     2.01831 0.000382709
       20849     1.93766     2.01831  0.00038271
       20850     1.93753      2.0183 0.000382711
       20851     1.93741      2.0183 0.000382713
       20852     1.93731      2.0183 0.000382714
       20853     1.93722     2.01829 0.000382715
       20854     1.93714     2.01829 0.000382717
       20855     1.93707     2.01829 0.000382718
       20856     1.93702     2.01828  0.00038272
       20857     1.93698     2.01828 0.000382721
       20858     1.93696     2.01827 0.000382723
       20859     1.93696     2.01827 0.000382724
       20860     1.93697     2.01827 0.000382726
       20861     1.93701     2.01826 0.000382727
       20862     1.93706     2.01826 0.000382729
       20863     1.93713     2.01825  0.00038273
       20864     1.93723     2.01825 0.000382731
       20865     1.93734     2.01825 0.000382733
       20866     1.93749     2.01824 0.000382734
       20867     1.93766     2.01824 0.000382735
       20868     1.93785     2.01823 0.000382736
       20869     1.93807     2.01823 0.000382737
       20870     1.93832     2.01823 0.000382738
       20871      1.9386     2.01822 0.000382739
       20872      1.9389     2.01822 0.000382739
       20873     1.93923     2.01822  0.00038274
       20874     1.93959     2.01821  0.00038274
       20875     1.93998     2.01821  0.00038274
       20876      1.9404      2.0182  0.00038274
       20877     1.94084      2.0182 0.000382739
       20878     1.94131      2.0182 0.000382739
       20879      1.9418     2.01819 0.000382738
       20880     1.94231     2.01819 0.000382737
       20881     1.94284     2.01819 0.000382735
       20882     1.94339     2.01818 0.000382734
       20883     1.94396     2.01818 0.000382732
       20884     1.94454     2.01818  0.00038273
       20885     1.94513     2.01817 0.000382727
       20886     1.94574     2.01817 0.000382725
       20887     1.94634     2.01816 0.000382722
       20888     1.94695     2.01816 0.000382719
       20889     1.94756     2.01816 0.000382715
       20890     1.94816     2.01815 0.000382712
       20891     1.94876     2.01815 0.000382708
       20892     1.94935     2.01815 0.000382704
       20893     1.94993     2.01814 0.000382699
       20894     1.95049     2.01814 0.000382695
       20895     1.95103     2.01814  0.00038269
       20896     1.95155     2.01814 0.000382685
       20897     1.95204     2.01813  0.00038268
       20898     1.95251     2.01813 0.000382674
       20899     1.95295     2.01813 0.000382669
       20900     1.95335     2.01812 0.000382663
       20901     1.95372     2.01812 0.000382657
       20902     1.95405     2.01812 0.000382651
       20903     1.95434     2.01811 0.000382645
       20904     1.95459     2.01811 0.000382638
       20905      1.9548     2.01811 0.000382632
       20906     1.95496      2.0181 0.000382626
       20907     1.95508      2.0181 0.000382619
       20908     1.95515      2.0181 0.000382613
       20909     1.95516      2.0181 0.000382606
       20910     1.95513     2.01809   0.0003826
       20911     1.95505     2.01809 0.000382594
       20912     1.95492     2.01809 0.000382587
       20913     1.95473     2.01808 0.000382581
       20914      1.9545     2.01808 0.000382575
       20915     1.95421     2.01808 0.000382569
       20916     1.95387     2.01807 0.000382563
       20917     1.95348     2.01807 0.000382557
       20918     1.95304     2.01807 0.000382551
       20919     1.95255     2.01806 0.000382546
       20920     1.95201     2.01806  0.00038254
       20921     1.95143     2.01806 0.000382535
       20922      1.9508     2.01806 0.000382531
       20923     1.95012     2.01805 0.000382526
       20924     1.94941     2.01805 0.000382522
       20925     1.94866     2.01805 0.000382518
       20926     1.94787     2.01804 0.000382514
       20927     1.94705     2.01804 0.000382511
       20928      1.9462     2.01804 0.000382508
       20929     1.94533     2.01803 0.000382506
       20930     1.94443     2.01803 0.000382504
       20931     1.94352     2.01802 0.000382502
       20932     1.94259     2.01802 0.000382501
       20933     1.94165     2.01802   0.0003825
       20934      1.9407     2.01801 0.000382499
       20935     1.93976     2.01801 0.000382499
       20936     1.93881     2.01801   0.0003825
       20937     1.93788       2.018 0.000382501
       20938     1.93696       2.018 0.000382502
       20939     1.93606     2.01799 0.000382504
       20940     1.93518     2.01799 0.000382506
       20941     1.93434     2.01799 0.000382509
       20942     1.93352     2.01798 0.000382512
       20943     1.93274     2.01798 0.000382515
       20944     1.93201     2.01797 0.000382519
       20945     1.93132     2.01797 0.000382523
       20946     1.93068     2.01797 0.000382527
       20947      1.9301     2.01796 0.000382532
       20948     1.92957     2.01796 0.000382537
       20949     1.92911     2.01795 0.000382542
       20950      1.9287     2.01795 0.000382548
       20951     1.92836     2.01795 0.000382553
       20952     1.92809     2.01794 0.000382559
       20953     1.92788     2.01794 0.000382565
       20954     1.92775     2.01793 0.000382571
       20955     1.92768     2.01793 0.000382577
       20956     1.92768     2.01792 0.000382583
       20957     1.92776     2.01792 0.000382589
       20958     1.92789     2.01791 0.000382595
       20959      1.9281     2.01791   0.0003826
       20960     1.92837     2.01791 0.000382606
       20961     1.92871      2.0179 0.000382611
       20962     1.92911      2.0179 0.000382617
       20963     1.92957     2.01789 0.000382622
       20964     1.93008     2.01789 0.000382626
       20965     1.93065     2.01789 0.000382631
       20966     1.93127     2.01788 0.000382635
       20967     1.93195     2.01788 0.000382638
       20968     1.93266     2.01787 0.000382642
       20969     1.93343     2.01787 0.000382645
       20970     1.93423     2.01787 0.000382647
       20971     1.93507     2.01786 0.000382649
       20972     1.93595     2.01786 0.000382651
       20973     1.93686     2.01785 0.000382652
       20974     1.93779     2.01785 0.000382653
       20975     1.93876     2.01785 0.000382653
       20976     1.93975     2.01784 0.000382653
       20977     1.94075     2.01784 0.000382653
       20978     1.94178     2.01783 0.000382652
       20979     1.94283     2.01783  0.00038265
       20980     1.94389     2.01783 0.000382648
       20981     1.94496     2.01782 0.000382646
       20982     1.94604     2.01782 0.000382643
       20983     1.94712     2.01782 0.000382639
       20984     1.94822     2.01781 0.000382635
       20985     1.94932     2.01781 0.000382631
       20986     1.95041     2.01781 0.000382626
       20987     1.95151      2.0178 0.000382621
       20988     1.95261      2.0178 0.000382615
       20989     1.95371      2.0178 0.000382609
       20990      1.9548      2.0178 0.000382603
       20991     1.95589     2.01779 0.000382596
       20992     1.95697     2.01779 0.000382589
       20993     1.95804     2.01779 0.000382581
       20994      1.9591     2.01778 0.000382573
       20995     1.96015     2.01778 0.000382565
       20996     1.96119     2.01778 0.000382556
       20997     1.96222     2.01778 0.000382547
       20998     1.96323     2.01777 0.000382538
       20999     1.96423     2.01777 0.000382528
       21000     1.96522     2.01777 0.000382518
       21001     1.96619     2.01777 0.000382508
       21002     1.96714     2.01776 0.000382497
       21003     1.96808     2.01776 0.000382486
       21004     1.96899     2.01776 0.000382475
       21005     1.96989     2.01776 0.000382463
       21006     1.97077     2.01775 0.000382452
       21007     1.97163     2.01775  0.00038244
       21008     1.97247     2.01775 0.000382428
       21009     1.97329     2.01775 0.000382415
       21010     1.97409     2.01775 0.000382403
       21011     1.97487     2.01774  0.00038239
       21012     1.97563     2.01774 0.000382377
       21013     1.97636     2.01774 0.000382364
       21014     1.97708     2.01774 0.000382351
       21015     1.97777     2.01774 0.000382337
       21016     1.97843     2.01773 0.000382324
       21017     1.97908     2.01773  0.00038231
       21018     1.97969     2.01773 0.000382296
       21019     1.98029     2.01773 0.000382282
       21020     1.98086     2.01773 0.000382268
       21021     1.98141     2.01772 0.000382253
       21022     1.98193     2.01772 0.000382239
       21023     1.98243     2.01772 0.000382225
       21024      1.9829     2.01772  0.00038221
       21025     1.98334     2.01772 0.000382195
       21026     1.98376     2.01772 0.000382181
       21027     1.98415     2.01771 0.000382166
       21028     1.98451     2.01771 0.000382151
       21029     1.98485     2.01771 0.000382136
       21030     1.98515     2.01771 0.000382121
